G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
3,2007,9/15/2007,15-Sep-07,Sat,,Notre Dame,Notre Dame,Away,Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,0,38,0,3,,L 3,,42.279731,-83.736923
6,2007,10/6/2007,6-Oct-07,Sat,,Notre Dame,Notre Dame,Away,UCLA,UCLA,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,20,6,1,5,,W 1,,34.05513,-118.25703
1,2007,9/1/2007,1-Sep-07,Sat,,Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,ACC,L,"South Bend, IN",South Bend,IN,USA,3,33,0,1,,L 1,,,
4,2007,9/22/2007,22-Sep-07,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,14,31,0,4,,L 4,,,
7,2007,10/13/2007,13-Oct-07,Sat,,Notre Dame,Notre Dame,Home,(4)Â Boston College,Boston College,N,ACC,L,"South Bend, IN",South Bend,IN,USA,14,27,1,6,,L 1,,,
8,2007,10/20/2007,20-Oct-07,Sat,,Notre Dame,Notre Dame,Home,(13)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,0,38,1,7,,L 2,,,
9,2007,11/3/2007,3-Nov-07,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,L,"South Bend, IN",South Bend,IN,USA,44,46,1,8,,L 3,,,
10,2007,11/10/2007,10-Nov-07,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,MWC,L,"South Bend, IN",South Bend,IN,USA,24,41,1,9,,L 4,,,
11,2007,11/17/2007,17-Nov-07,Sat,,Notre Dame,Notre Dame,Home,Duke,Duke,N,ACC,W,"South Bend, IN",South Bend,IN,USA,28,7,2,9,,W 1,,,
12,2007,11/24/2007,24-Nov-07,Sat,,Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,21,14,3,9,,W 2,,37.425888,-122.165288
2,2007,9/8/2007,8-Sep-07,Sat,,Notre Dame,Notre Dame,Away,(14)Â Penn State,Penn State,N,Big Ten,L,"State College, PA",State College,PA,USA,10,31,0,2,,L 2,,40.793203,-77.857327
5,2007,9/29/2007,29-Sep-07,Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,19,33,0,5,,L 5,,40.460621,-86.915627
10,2008,11/15/2008,15-Nov-08,Sat,,Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,,27,21,6,4,,W 1,"Baltimore, MD",39.319732,-76.649533
9,2008,11/8/2008,8-Nov-08,Sat,,Notre Dame,Notre Dame,Away,Boston College,Boston College,N,ACC,L,"Boston, MA",Boston,MA,USA,0,17,5,4,,L 2,,42.355492,-71.048611
6,2008,10/11/2008,11-Oct-08,Sat,,Notre Dame,Notre Dame,Away,(22)Â North Carolina,North Carolina,N,ACC,L,"Chapel Hill, NC",Chapel Hill,NC,USA,24,29,4,2,,L 1,,35.930208,-79.035496
3,2008,9/20/2008,20-Sep-08,Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,7,23,2,1,,L 1,,42.736452,-84.479762
13,2008,12/24/2008,24-Dec-08,Wed,,Notre Dame,Notre Dame,Away,Hawaii,Hawaii,Y,WAC,W,"Honolulu, HI",Honolulu,HI,USA,49,21,7,6,,W 1,"Hawaii Bowl (Hawaii Bowl (Honolulu, HI))",21.40572,-157.789396
12,2008,11/29/2008,29-Nov-08,Sat,,Notre Dame,Notre Dame,Away,(5)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,3,38,6,6,,L 2,,34.05513,-118.25703
7,2008,10/25/2008,25-Oct-08,Sat,,Notre Dame,Notre Dame,Away,Washington,Washington,N,Pac-10,W,"Seattle, WA",Seattle,WA,USA,33,7,5,2,,W 1,,47.673455,-122.331537
1,2008,9/6/2008,6-Sep-08,Sat,,Notre Dame,Notre Dame,Home,San Diego State,San Diego State,N,MWC,W,"South Bend, IN",South Bend,IN,USA,21,13,1,0,,W 1,,,
2,2008,9/13/2008,13-Sep-08,Sat,,Notre Dame,Notre Dame,Home,Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,35,17,2,0,,W 2,,,
4,2008,9/27/2008,27-Sep-08,Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,38,21,3,1,,W 1,,,
5,2008,10/4/2008,4-Oct-08,Sat,,Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,28,21,4,1,,W 2,,,
8,2008,11/1/2008,1-Nov-08,Sat,,Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,L,"South Bend, IN",South Bend,IN,USA,33,36,5,3,,L 1,,,
11,2008,11/22/2008,22-Nov-08,Sat,,Notre Dame,Notre Dame,Home,Syracuse,Syracuse,N,Big East,L,"South Bend, IN",South Bend,IN,USA,23,24,6,5,,L 1,,,
2,2009,9/12/2009,12-Sep-09,Sat,,(18)Â Notre Dame,Notre Dame,Away,Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,34,38,1,1,,L 1,,42.279731,-83.736923
10,2009,11/14/2009,14-Nov-09,Sat,,Notre Dame,Notre Dame,Away,(8)Â Pitt,Pitt,N,Big East,L,"Pittsburgh, PA",Pittsburgh,PA,USA,22,27,6,4,,L 2,,40.450509,-79.936305
8,2009,10/31/2009,31-Oct-09,Sat,,(25)Â Notre Dame,Notre Dame,Neutral,Washington State,Washington State,N,Pac-10,W,"San Antonio, TX",San Antonio,TX,USA,40,14,6,2,,W 2,"San Antonio, TX",29.374994,-98.588562
7,2009,10/24/2009,24-Oct-09,Sat,,Notre Dame,Notre Dame,Home,Boston College,Boston College,N,ACC,W,"South Bend, IN",South Bend,IN,USA,20,16,5,2,,W 1,,41.666386,-86.267592
11,2009,11/21/2009,21-Nov-09,Sat,,Notre Dame,Notre Dame,Home,Connecticut,Connecticut,N,Big East,L,"South Bend, IN",South Bend,IN,USA,30,33,6,5,,L 3,,41.666386,-86.267592
3,2009,9/19/2009,19-Sep-09,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,33,30,2,1,,W 1,,41.666386,-86.267592
9,2009,11/7/2009,7-Nov-09,Sat,,(19)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,L,"South Bend, IN",South Bend,IN,USA,21,23,6,3,,L 1,,41.666386,-86.267592
1,2009,9/5/2009,5-Sep-09,Sat,,(23)Â Notre Dame,Notre Dame,Home,Nevada,Nevada,Y,WAC,W,"South Bend, IN",South Bend,IN,USA,35,0,1,0,,W 1,,41.666386,-86.267592
6,2009,10/17/2009,17-Oct-09,Sat,,(25)Â Notre Dame,Notre Dame,Home,(6)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,27,34,4,2,,L 1,,41.666386,-86.267592
5,2009,10/3/2009,3-Oct-09,Sat,,Notre Dame,Notre Dame,Home,Washington,Washington,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,37,30,4,1,,W 3,,41.666386,-86.267592
12,2009,11/28/2009,28-Nov-09,Sat,,Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,L,"Stanford, CA",Stanford,CA,USA,38,45,6,6,,L 4,,37.425888,-122.165288
4,2009,9/26/2009,26-Sep-09,Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,24,21,3,1,,W 2,,40.460621,-86.915627
5,2010,10/2/2010,2-Oct-10,Sat,,Notre Dame,Notre Dame,Away,Boston College,Boston College,N,ACC,W,"Boston, MA",Boston,MA,USA,31,13,2,3,,W 1,,42.355492,-71.048611
11,2010,11/20/2010,20-Nov-10,Sat,,Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"Bronx, NY",Bronx,NY,USA,27,3,6,5,,W 2,"Bronx, NY",40.853551,-73.874979
3,2010,9/18/2010,18-Sep-10,Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,31,34,1,2,,L 2,,42.736452,-84.479762
8,2010,10/23/2010,23-Oct-10,Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,L,"East Rutherford, NJ",East Rutherford,NJ,USA,17,35,4,4,,L 1,"East Rutherford, NJ",40.811106,-74.078218
13,2010,12/31/2010,31-Dec-10,Fri,,Notre Dame,Notre Dame,Neutral,Miami (FL),Miami FL,Y,ACC,W,"El Paso, TX",El Paso,TX,USA,33,17,8,5,,W 4,"Sun Bowl (Sun Bowl (El Paso, TX))",31.772543,-106.460953
12,2010,11/27/2010,27-Nov-10,Sat,,Notre Dame,Notre Dame,Away,USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,20,16,7,5,,W 3,,34.05513,-118.25703
1,2010,9/4/2010,4-Sep-10,Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,23,12,1,0,,W 1,,,
2,2010,9/11/2010,11-Sep-10,Sat,,Notre Dame,Notre Dame,Home,Michigan,Michigan,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,24,28,1,1,,L 1,,,
4,2010,9/25/2010,25-Sep-10,Sat,,Notre Dame,Notre Dame,Home,(16)Â Stanford,Â Stanford,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,14,37,1,3,,L 3,,,
6,2010,10/9/2010,9-Oct-10,Sat,,Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,23,17,3,3,,W 2,,,
7,2010,10/16/2010,16-Oct-10,Sat,,Notre Dame,Notre Dame,Home,Western Michigan,Western Michigan,N,MAC,W,"South Bend, IN",South Bend,IN,USA,44,20,4,3,,W 3,,,
9,2010,10/30/2010,30-Oct-10,Sat,,Notre Dame,Notre Dame,Home,Tulsa,Tulsa,N,CUSA,L,"South Bend, IN",South Bend,IN,USA,27,28,4,5,,L 2,,,
10,2010,11/13/2010,13-Nov-10,Sat,,Notre Dame,Notre Dame,Home,(15)Â Utah,Â Utah,N,MWC,W,"South Bend, IN",South Bend,IN,USA,28,3,5,5,,W 1,,,
2,2011,9/10/2011,10-Sep-11,Sat,,Notre Dame,Notre Dame,Away,Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,31,35,0,2,,L 2,,42.279731,-83.736923
10,2011,11/12/2011,12-Nov-11,Sat,,Notre Dame,Notre Dame,Away,Maryland,Maryland,N,ACC,W,"Landover, MD",Landover,MD,USA,45,21,7,3,,W 3,"Landover, MD",38.923397,-76.886984
13,2011,12/29/2011,29-Dec-11,Thu,,Notre Dame,Notre Dame,Neutral,(25)Â Florida State,Florida State,Y,ACC,L,"Orlando, FL",Orlando,FL,USA,14,18,8,5,,L 2,"Champs Sports Bowl (Champs Sports Bowl (Orlando, FL))",28.41959,-81.293691
4,2011,9/24/2011,24-Sep-11,Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Big East,W,"Pittsburgh, PA",Pittsburgh,PA,USA,15,12,2,2,,W 2,,40.450509,-79.936305
6,2011,10/8/2011,8-Oct-11,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,MWC,W,"South Bend, IN",South Bend,IN,USA,59,33,4,2,,W 4,,41.666386,-86.267592
11,2011,11/19/2011,19-Nov-11,Sat,,(24)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,ACC,W,"South Bend, IN",South Bend,IN,USA,16,14,8,3,,W 4,,41.666386,-86.267592
3,2011,9/17/2011,17-Sep-11,Sat,,Notre Dame,Notre Dame,Home,(15)Â Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,13,1,2,,W 1,,41.666386,-86.267592
8,2011,10/29/2011,29-Oct-11,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,56,14,5,3,,W 1,,41.666386,-86.267592
1,2011,9/3/2011,3-Sep-11,Sat,,(16)Â Notre Dame,Notre Dame,Home,South Florida,South Florida,N,Big East,L,"South Bend, IN",South Bend,IN,USA,20,23,0,1,,L 1,,41.666386,-86.267592
7,2011,10/22/2011,22-Oct-11,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-12,L,"South Bend, IN",South Bend,IN,USA,17,31,4,3,,L 1,,41.666386,-86.267592
12,2011,11/26/2011,26-Nov-11,Sat,,(22)Â Notre Dame,Notre Dame,Away,(4)Â Stanford,Stanford,N,Pac-12,L,"Stanford, CA",Stanford,CA,USA,14,28,8,4,,L 1,,37.425888,-122.165288
5,2011,10/1/2011,1-Oct-11,Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,38,10,3,2,,W 3,,40.460621,-86.915627
9,2011,11/5/2011,5-Nov-11,Sat,,Notre Dame,Notre Dame,Away,Wake Forest,Wake Forest,N,ACC,W,"Winston-Salem, NC",Winston-Salem,NC,USA,24,17,6,3,,W 2,,36.105975,-80.260878
10,2012,11/10/2012,10-Nov-12,Sat,,(4)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,ACC,W,"Boston, MA",Boston,MA,USA,21,6,10,0,,W 10,,42.355492,-71.048611
5,2012,10/6/2012,6-Oct-12,Sat,,(9)Â Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,ACC,W,"Chicago, IL",Chicago,IL,USA,41,3,5,0,,W 5,"Chicago, IL",41.87897,-87.66063
1,2012,9/1/2012,1-Sep-12,Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Dublin, Ireland",Dublin,,Ireland,50,10,1,0,,W 1,"Dublin, Ireland",53.33928,-6.281314
3,2012,9/15/2012,15-Sep-12,Sat,,(20)Â Notre Dame,Notre Dame,Away,(10)Â Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,20,3,3,0,,W 3,,42.736452,-84.479762
12,2012,11/24/2012,24-Nov-12,Sat,,(1)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-12,W,"Los Angeles, CA",Los Angeles,CA,USA,22,13,12,0,,W 12,,34.05513,-118.25703
13,2012,1/7/2013,7-Jan-13,Mon,,(1)Â Notre Dame,Notre Dame,Neutral,(2)Â Alabama,Alabama,Y,SEC,L,"Miami, FL",Miami,FL,USA,14,42,12,1,,L 1,"BCS Championship (BCS Championship (Miami, FL))",25.766368,-80.210268
8,2012,10/27/2012,27-Oct-12,Sat,,(5)Â Notre Dame,Notre Dame,Away,(8)Â Oklahoma,Oklahoma,N,Big 12,W,"Norman, OK",Norman,OK,USA,30,13,8,0,,W 8,,35.224197,-97.297922
7,2012,10/20/2012,20-Oct-12,Sat,,(5)Â Notre Dame,Notre Dame,Home,BYU,BYU,N,Ind,W,"South Bend, IN",South Bend,IN,USA,17,14,7,0,,W 7,,41.666386,-86.267592
4,2012,9/22/2012,22-Sep-12,Sat,,(11)Â Notre Dame,Notre Dame,Home,(18)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,13,6,4,0,,W 4,,41.666386,-86.267592
9,2012,11/3/2012,3-Nov-12,Sat,,(4)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,29,26,9,0,,W 9,,41.666386,-86.267592
2,2012,9/8/2012,8-Sep-12,Sat,,(22)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,20,17,2,0,,W 2,,41.666386,-86.267592
6,2012,10/13/2012,13-Oct-12,Sat,,(7)Â Notre Dame,Notre Dame,Home,(17)Â Stanford,Stanford,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,20,13,6,0,,W 6,,41.666386,-86.267592
11,2012,11/17/2012,17-Nov-12,Sat,,(3)Â Notre Dame,Notre Dame,Home,Wake Forest,Wake Forest,N,ACC,W,"South Bend, IN",South Bend,IN,USA,38,0,11,0,,W 11,,41.666386,-86.267592
2,2013,9/7/2013,7-Sep-13,Sat,8:00 PM,(14)Â Notre Dame,Notre Dame,Away,(17)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,30,41,1,1,,L 1,,42.279731,-83.736923
6,2013,10/5/2013,5-Oct-13,Sat,7:30 PM,Notre Dame,Notre Dame,Neutral,(22)Â Arizona State,Arizona State,N,Pac-12,W,"Arlington, TX",Arlington,TX,USA,37,34,4,2,,W 1,"AT&T Stadium - Arlington, TX",32.685678,-97.102867
13,2013,12/28/2013,28-Dec-13,Sat,12:00 PM,(25)Â Notre Dame,Notre Dame,Neutral,Rutgers,Rutgers,Y,American,W,"Bronx, NY",Bronx,NY,USA,29,16,9,4,,W 1,"Pinstripe Bowl (Bronx, NY)",40.853551,-73.874979
8,2013,10/26/2013,26-Oct-13,Sat,5:00 PM,Notre Dame,Notre Dame,Away,Air Force,Air Force,N,MWC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,45,10,6,2,,W 3,,38.875356,-104.813228
10,2013,11/9/2013,9-Nov-13,Sat,8:00 PM,(24)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,ACC,L,"Pittsburgh, PA",Pittsburgh,PA,USA,21,28,7,3,,L 1,,40.450509,-79.936305
11,2013,11/23/2013,23-Nov-13,Sat,3:30 PM,Notre Dame,Notre Dame,Home,BYU,BYU,N,Ind,W,"South Bend, IN",South Bend,IN,USA,23,13,8,3,,W 1,,41.666386,-86.267592
4,2013,9/21/2013,21-Sep-13,Sat,3:30 PM,(22)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,17,13,3,1,,W 2,,41.666386,-86.267592
9,2013,11/2/2013,2-Nov-13,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,38,34,7,2,,W 4,,41.666386,-86.267592
5,2013,9/28/2013,28-Sep-13,Sat,3:30 PM,(22)Â Notre Dame,Notre Dame,Home,(14)Â Oklahoma,Oklahoma,N,Big 12,L,"South Bend, IN",South Bend,IN,USA,21,35,3,2,,L 1,,41.666386,-86.267592
1,2013,8/31/2013,31-Aug-13,Sat,3:30 PM,(14)Â Notre Dame,Notre Dame,Home,Temple,Temple,N,American,W,"South Bend, IN",South Bend,IN,USA,28,6,1,0,,W 1,,41.666386,-86.267592
7,2013,10/19/2013,19-Oct-13,Sat,7:30 PM,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,14,10,5,2,,W 2,,41.666386,-86.267592
12,2013,11/30/2013,30-Nov-13,Sat,7:00 PM,(25)Â Notre Dame,Notre Dame,Away,(8)Â Stanford,Stanford,N,Pac-12,L,"Stanford, CA",Stanford,CA,USA,20,27,8,4,,L 1,,37.425888,-122.165288
3,2013,9/14/2013,14-Sep-13,Sat,8:00 PM,(21)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,31,24,2,1,,W 1,,40.460621,-86.915627
4,2014,9/27/2014,27-Sep-14,Sat,8:00 PM,(8)Â Notre Dame,Notre Dame,Neutral,Syracuse,Syracuse,N,ACC,W,"East Rutherford, NJ",East Rutherford,NJ,USA,31,15,4,0,,W 4,"MetLife Stadium - East Rutherford, NJ",40.811106,-74.078218
8,2014,11/1/2014,1-Nov-14,Sat,8:00 PM,(6)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Landover, MD",Landover,MD,USA,49,39,7,1,,W 1,"FedEx Field - Landover, MD",38.923397,-76.886984
12,2014,11/29/2014,29-Nov-14,Sat,3:30 PM,Notre Dame,Notre Dame,Away,USC,USC,N,Pac-12,L,"Los Angeles, CA",Los Angeles,CA,USA,14,49,7,5,,L 4,,34.05513,-118.25703
3,2014,9/13/2014,13-Sep-14,Sat,7:30 PM,(11)Â Notre Dame,Notre Dame,Neutral,Purdue,Purdue,N,Big Ten,W,"Lucas Oil Stadium, Indianapolis, IN",Indianapolis,IN,USA,30,14,3,0,,W 3,"Lucas Oil Stadium - Indianapolis, IN",39.760201,-86.163699
13,2014,12/30/2014,30-Dec-14,Tue,3:00 PM,Notre Dame,Notre Dame,Neutral,(22)Â LSU,LSU,Y,SEC,W,"Nashville, TN",Nashville,TN,USA,31,28,8,5,,W 1,"Music City Bowl (Nashville, TN)",36.236907,-86.834683
11,2014,11/22/2014,22-Nov-14,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Louisville,Louisville,N,ACC,L,"South Bend, IN",South Bend,IN,USA,28,31,7,4,,L 3,,41.666386,-86.267592
2,2014,9/6/2014,6-Sep-14,Sat,7:30 PM,(16)Â Notre Dame,Notre Dame,Home,Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,0,2,0,,W 2,,41.666386,-86.267592
6,2014,10/11/2014,11-Oct-14,Sat,3:30 PM,(6)Â Notre Dame,Notre Dame,Home,North Carolina,North Carolina,N,ACC,W,"South Bend, IN",South Bend,IN,USA,50,43,6,0,,W 6,,41.666386,-86.267592
10,2014,11/15/2014,15-Nov-14,Sat,3:30 PM,(15)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,40,43,7,3,,L 2,,41.666386,-86.267592
1,2014,8/30/2014,30-Aug-14,Sat,3:30 PM,(17)Â Notre Dame,Notre Dame,Home,Rice,Rice,N,CUSA,W,"South Bend, IN",South Bend,IN,USA,48,17,1,0,,W 1,,41.666386,-86.267592
5,2014,10/4/2014,4-Oct-14,Sat,3:30 PM,(9)Â Notre Dame,Notre Dame,Home,(14)Â Stanford,Stanford,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,17,14,5,0,,W 5,,41.666386,-86.267592
7,2014,10/18/2014,18-Oct-14,Sat,8:00 PM,(5)Â Notre Dame,Notre Dame,Away,(2)Â Florida State,Florida State,N,ACC,L,"Tallahassee, FL",Tallahassee,FL,USA,27,31,6,1,,L 1,,30.449457,-84.262894
9,2014,11/8/2014,8-Nov-14,Sat,3:30 PM,(8)Â Notre Dame,Notre Dame,Away,(11)Â Arizona State,Arizona State,N,Pac-12,L,"Tempe, AZ",Tempe,AZ,USA,31,55,7,2,,L 1,,33.403229,-111.923357
2,2015,9/12/2015,12-Sep-15,Sat,3:30 PM,(9)Â Notre Dame,Notre Dame,Away,Virginia,Virginia,N,ACC,W,"Charlottesville, VA",Charlottesville,VA,USA,34,27,2,0,,W 2,,38.036141,-78.482369
5,2015,10/3/2015,3-Oct-15,Sat,8:00 PM,(6)Â Notre Dame,Notre Dame,Away,(12)Â Clemson,Clemson,N,ACC,L,"Clemson, SC",Clemson,SC,USA,22,24,4,1,,L 1,,34.686569,-82.802323
11,2015,11/21/2015,21-Nov-15,Sat,7:30 PM,(5)Â Notre Dame,Notre Dame,Neutral,Boston College,Boston College,N,ACC,W,"Fenway Park, Boston, MA",Boston,MA,USA,19,16,10,1,,W 6,Fenway Park - Boston Massachusetts,42.355492,-71.048611
13,2015,1/1/2016,1-Jan-16,Fri,1:00 PM,(8)Â Notre Dame,Notre Dame,Neutral,(7)Â Ohio State,Ohio State,Y,Big Ten,L,"Glendale, AZ",Glendale,AZ,USA,28,44,10,3,,L 2,"Fiesta Bowl (Glendale, AZ)",33.540229,-112.185256
8,2015,10/31/2015,31-Oct-15,Sat,8:00 PM,(9)Â Notre Dame,Notre Dame,Away,(21)Â Temple,Temple,N,American,W,"Philadelphia, PA",Philadelphia,PA,USA,24,20,7,1,,W 3,,39.990821,-75.168428
9,2015,11/7/2015,7-Nov-15,Sat,12:00 PM,(8)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,ACC,W,"Pittsburgh, PA",Pittsburgh,PA,USA,42,30,8,1,,W 4,,40.450509,-79.936305
3,2015,9/19/2015,19-Sep-15,Sat,3:30 PM,(8)Â Notre Dame,Notre Dame,Home,(14)Â Georgia Tech,Georgia Tech,N,ACC,W,"South Bend, IN",South Bend,IN,USA,30,22,3,0,,W 3,,41.666386,-86.267592
4,2015,9/26/2015,26-Sep-15,Sat,3:30 PM,(6)Â Notre Dame,Notre Dame,Home,Massachusetts,Massachusetts,N,MAC,W,"South Bend, IN",South Bend,IN,USA,62,27,4,0,,W 4,,41.666386,-86.267592
6,2015,10/10/2015,10-Oct-15,Sat,3:30 PM,(15)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,American,W,"South Bend, IN",South Bend,IN,USA,41,24,5,1,,W 1,,41.666386,-86.267592
1,2015,9/5/2015,5-Sep-15,Sat,7:30 PM,(11)Â Notre Dame,Notre Dame,Home,Texas,Texas,N,Big 12,W,"South Bend, IN",South Bend,IN,USA,38,3,1,0,,W 1,,41.666386,-86.267592
7,2015,10/17/2015,17-Oct-15,Sat,7:30 PM,(14)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,41,31,6,1,,W 2,,41.666386,-86.267592
10,2015,11/14/2015,14-Nov-15,Sat,3:30 PM,(6)Â Notre Dame,Notre Dame,Home,Wake Forest,Wake Forest,N,ACC,W,"South Bend, IN",South Bend,IN,USA,28,7,9,1,,W 5,,41.666386,-86.267592
12,2015,11/28/2015,28-Nov-15,Sat,7:30 PM,(4)Â Notre Dame,Notre Dame,Away,(13)Â Stanford,Stanford,N,Pac-12,L,"Stanford, CA",Stanford,CA,USA,36,38,10,2,,L 1,,37.425888,-122.165288
1,2016,9/4/2016,4-Sep-16,Sun,7:30 PM,(10)Â Notre Dame,Notre Dame,Away,Texas,Texas,N,Big 12,L,"Austin, TX",Austin,TX,USA,47,50,0,1,,L 1,,30.222346,-97.836521
5,2016,10/1/2016,1-Oct-16,Sat,12:00 PM,Notre Dame,Notre Dame,Neutral,Syracuse,Syracuse,N,ACC,W,"East Rutherford, NJ",East Rutherford,NJ,USA,50,33,2,3,,W 1,,40.811106,-74.078218
9,2016,11/5/2016,5-Nov-16,Sat,11:30 AM,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,American,L,"Jacksonville, FL",Jacksonville,FL,USA,27,28,3,6,,L 1,,30.369914,-81.660992
12,2016,11/26/2016,26-Nov-16,Sat,3:30 PM,Notre Dame,Notre Dame,Away,(12)Â USC,USC,N,Pac-12,L,"Los Angeles, CA",Los Angeles,CA,USA,27,45,4,8,,L 2,,34.05513,-118.25703
6,2016,10/8/2016,8-Oct-16,Sat,12:00 PM,Notre Dame,Notre Dame,Away,North Carolina State,North Carolina State,N,ACC,L,"Raleigh, NC",Raleigh,NC,USA,3,10,2,4,,L 1,,35.795543,-78.64439
10,2016,11/12/2016,12-Nov-16,Sat,3:30 PM,Notre Dame,Notre Dame,Neutral,Army,Army,N,Ind,W,"San Antonio, TX",San Antonio,TX,USA,44,6,4,6,,W 1,,29.374994,-98.588562
